,id,popularity,title,vote_average,vote_count
14743,25983,5.671,The House of the Devil,6.1,310
14747,24469,6.096,Fish Tank,7.0,412
14748,11518,7.416,Mohabbatein,6.9,90
14749,7344,1.33,Absurdistan,6.6,10
14750,4887,1.905,Takva: A Man's Fear of God,7.4,23
14753,18670,3.498,Legend of the Red Dragon,6.1,40
14754,25293,1.69,The Hound of the Baskervilles,6.6,11
14757,7978,11.124,The Wolfman,5.7,950
14759,11324,17.099,Shutter Island,8.1,11776
14762,8898,1.785,The Headless Woman,5.8,30
14764,17334,4.581,The Other End of the Line,6.2,89
14765,26715,7.837,Bitch Slap,4.8,138
14766,19311,2.387,$9.99,6.2,46
14768,20047,1.525,The Steam Experiment,4.0,24
14771,13949,6.346,Persuasion,7.1,93
14772,24253,9.99,The Girl Who Played with Fire,7.0,842
14773,15324,1.259,Steal This Film,5.6,20
14775,23742,9.272,Cop Out,5.3,762
14778,11439,7.645,The Ghost Writer,6.8,1082
14783,23172,7.086,The Spy Next Door,5.6,613
14791,26428,6.669,Agora,6.9,687
14793,12273,2.174,Singh Is Kinng,5.4,37
14794,22805,3.933,Motherhood,4.8,65
14796,20083,5.671,Shinjuku Incident,6.7,97
14798,15357,8.713,District 13: Ultimatum,6.1,523
14799,20406,0.84,Rockaway,5.5,3
14800,22166,1.285,Fast Lane,3.8,9
14802,18489,2.327,The Yes Men Fix the World,7.1,43
14804,19962,1.377,Mike Bassett: England Manager,7.0,20
14806,22971,9.625,Dear John,6.8,2493
14808,23023,10.891,Tooth Fairy,5.3,980
14811,20871,4.872,Gentlemen of Fortune,7.6,72
14812,14235,4.453,Eden Log,5.0,82
14814,25967,3.84,Isolation,5.5,77
14815,5595,5.291,Fermat's Room,6.6,149
14817,10664,6.095,[REC]²,6.5,863
14819,17473,9.033,The Room,4.2,651
14824,26022,6.516,My Name Is Khan,7.8,383
14825,12155,15.791,Alice in Wonderland,6.5,8159
14827,22972,9.254,Green Zone,6.4,1107
14830,17277,5.554,The Fall of the Roman Empire,6.4,52
14831,24424,1.955,Ajami,7.3,34
14832,26389,9.256,From Paris with Love,6.2,1026
14835,20618,4.963,Road Trip: Beer Pong,5.3,91
14836,23488,7.524,Dorian Gray,5.9,1108
14837,26771,1.2,That Sinking Feeling,6.9,9
14840,6883,2.47,Two-Minute Warning,6.3,32
14841,26390,6.688,Brooklyn's Finest,6.3,430
14843,25941,6.897,Harry Brown,6.8,492
14845,20471,2.112,The Mysteries of Pittsburgh,3.8,17
14846,18514,1.498,Never Forever,5.6,8
14847,23169,10.253,Remember Me,7.0,1911
14848,18704,2.718,Failan,7.4,41
14849,12718,2.108,Teenage Caveman,3.5,31
14850,15360,2.435,The Night Stalker,7.4,30
14851,19969,2.026,Skeleton Crew,4.3,16
14854,16763,6.413,Joy Ride 2: Dead Ahead,5.4,95
14855,16350,3.571,Vinyan,4.6,52
14856,15846,3.645,The Burrowers,5.5,78
14857,14765,4.26,The Last Deadly Mission,6.4,73
14861,26430,0.6,The Carter,6.1,8
14864,26623,1.482,Generation X,4.0,24
14872,16239,2.502,Will Ferrell: You're Welcome America - A Final Night with George W. Bush,6.2,19
14878,12834,5.396,Leaves of Grass,6.0,208
14880,24225,0.6,Afghan Star,6.7,7
14882,26558,2.817,Combat Shock,6.4,22
14883,15483,4.061,The Card Player,4.7,76
14887,5753,2.221,Deadly Prey,4.7,33
14890,24973,2.743,The Egyptian,6.3,21
14895,16436,4.96,North Face,7.4,118
14899,4933,2.902,The Buccaneer,6.6,16
14905,20027,1.925,Delhi-6,5.6,27
14907,19616,2.619,New York,6.3,41
14910,20216,0.682,Cookers,4.8,13
14911,23048,7.1,Hot Tub Time Machine,6.0,1323
14915,19152,1.686,Zift,5.4,13
14918,10191,26.817,How to Train Your Dragon,7.7,7092
14919,22582,5.701,Tom and Jerry: The Movie,5.8,189
14922,15544,4.365,Extreme Movie,4.1,69
14923,24874,1.135,Dark Mirror,4.9,20
14926,11763,1.934,Bunty Aur Babli,6.3,32
14929,21467,3.327,The Bone Man,7.4,40
14930,24499,2.369,Scar,5.0,27
14931,20825,7.46,I Hate Valentine's Day,5.3,157
14933,16190,1.292,Žižek!,6.7,14
14936,25053,4.147,Air Doll,6.6,81
14937,10469,1.919,"Come, Sweet Death",7.5,28
14938,11122,2.322,India,8.2,23
14940,18823,11.837,Clash of the Titans,5.7,3537
14943,15382,2.932,White Mane,6.6,30
14945,18352,3.149,The Cremator,7.9,61
14951,23483,14.415,Kick-Ass,7.1,7157
14952,16686,1.914,Varg Veum - Bitter Flowers,6.3,9
14953,15973,2.073,Varg Veum - Fallen Angels,6.8,8
14954,4252,2.778,Chalte Chalte,6.0,48
14955,16759,7.299,Five Minutes of Heaven,6.3,81
14962,13417,7.349,Kronk's New Groove,6.2,498
14964,24429,2.614,The Brink's Job,6.0,16
14966,22419,3.029,Camille,6.3,57
14974,18273,2.971,Downloading Nancy,5.3,26
14982,8980,2.906,Mortadelo & Filemon: The Big Adventure,5.4,51
14983,11801,4.194,Angel,5.2,73
14984,25572,1.066,American Drug War: The Last White Hope,6.5,12
14986,11761,5.249,Peacock,6.1,101
14987,22943,1.377,Tillie's Punctured Romance,6.3,20
14989,15323,1.155,Steal This Film II,6.6,9
14990,1568,2.911,Carne,7.2,54
14995,11303,1.787,Deep in the Woods,3.8,22
14996,18426,3.519,Daisy,7.1,48
14997,19939,2.216,Cape No. 7,6.6,21
15002,17988,1.078,The Most Beautiful,5.7,11
15003,26178,4.953,Razorback,5.8,56
15004,19587,1.403,The Education of Charlie Banks,6.2,36
15007,20781,1.915,Angel of Death,5.3,20
15010,1912,5.043,Reclaim Your Brain,6.9,46
15013,14766,1.648,Affinity,6.1,14
15015,19401,0.664,The Case for Christ,2.0,2
15017,26186,1.651,Hot Millions,6.8,10
15025,26380,1.793,Out of the Fog,6.1,13
15031,4461,1.236,Decision Before Dawn,6.9,16
15034,20497,16.29,Ballet Shoes,6.4,164
15035,12411,4.155,Disgrace,6.1,39
15037,25832,1.557,Aria,6.3,14
15038,25338,1.945,The Silent Partner,6.9,38
15039,20478,1.683,Normal Adolescent Behavior,5.2,13
15040,17960,1.202,Hell,6.3,13
15042,23568,5.287,American Virgin,4.7,57
15044,12408,2.652,Genova,5.8,39
15045,21345,5.399,City of Life and Death,7.8,81
15057,12166,1.601,Achilles and the Tortoise,6.9,35
15064,21036,2.803,Panda! Go Panda!,6.2,37
15066,18406,2.317,Chained Heat,5.4,18
15069,24805,2.007,The Ten Commandments,6.9,20
15079,23104,1.846,King of the Zombies,5.3,12
15084,25385,1.756,Tobruk,6.2,19
15088,10138,24.313,Iron Man 2,6.8,11278
15096,10870,5.107,Lucky Luke and the Daltons,3.9,148
15098,4180,4.716,Three Men and a Cradle,6.3,93
15100,15877,4.865,The Sky Crawlers,6.6,62
15102,1549,4.075,Games of Love and Chance,6.9,63
15103,10171,1.196,Voyager,6.0,23
15105,25699,1.286,Man on the Roof,7.3,16
15106,18899,4.991,Vengeance,6.4,69
15113,17005,2.52,Bitten,5.8,28
15114,26694,1.056,Big River Man,7.1,12
15119,5178,1.978,The Good Heart,6.4,30
15121,23437,9.915,A Nightmare on Elm Street,5.5,1316
15125,19173,6.121,Diary of a Nymphomaniac,5.7,121
15130,25659,0.897,"Fine, Totally Fine",6.5,8
15136,12219,7.432,12 Angry Men,7.7,112
15139,20662,18.913,Robin Hood,6.3,2419
15141,21245,1.513,Lovers & Leavers,6.0,8
15153,21794,2.745,In a Dark Place,4.0,21
15157,20311,0.977,Love the Beast,6.5,17
15159,8929,1.57,Johnny Mad Dog,6.7,27
15160,7346,2.606,Sparrow,6.6,30
15163,23050,2.464,Scavenger Hunt,6.1,13
15165,23538,5.324,A Dirty Carnival,7.1,80
15167,5590,5.476,Donkey Skin,7.3,156
15170,5850,2.096,Times and Winds,8.0,19
15171,18516,3.461,Adam Resurrected,6.2,40
15174,24757,1.664,Stoic,5.7,23
15175,26587,6.27,Dread,5.4,105
15191,14257,5.756,Delusions of Grandeur,7.5,272
15192,5424,3.737,Antropophagus,5.6,55
15194,26388,7.908,Buried,6.6,1407
15202,9543,13.761,Prince of Persia: The Sands of Time,6.2,3825
15205,14518,1.707,Peter & the Wolf,6.6,34
15206,26427,1.128,Hoffman,8.1,7
15211,25846,7.309,Baarìa,7.2,290
15221,25551,2.932,The Sniper,6.7,16
15222,22241,1.01,Firaaq,6.2,5
15238,1785,1.467,May Fools,7.2,31
15239,10241,1.891,A Tale of Winter,7.4,26
15245,13058,4.363,Adulthood,6.1,70
15260,19713,1.715,How to Be,4.7,25
15264,3589,1.472,It Happened Tomorrow,6.1,13
15265,25869,1.676,Salaam-e-Ishq,5.4,22
15274,12832,1.903,A Woman in Berlin,6.7,21
15279,20533,7.528,Jonah Hex,4.6,670
15282,19276,0.783,Dhoondte Reh Jaoge,4.6,4
15284,10193,17.551,Toy Story 3,7.7,7862
15292,25868,0.817,Aladin,5.0,15
15296,8652,1.654,Dream,6.6,20
15297,18897,5.948,Don't Look Back,5.9,91
15300,1787,1.33,Bad Girls,5.8,17
15303,21531,3.436,Barking Dogs Never Bite,6.7,46
15308,10192,13.786,Shrek Forever After,6.1,3574
15309,24663,3.353,The Open Road,4.8,28
15310,24797,1.691,Magic Man,2.4,6
15327,16890,2.691,The Guitar,6.1,18
15334,16878,2.009,Saving God,6.0,7
15335,13989,7.05,24: Redemption,7.1,223
15344,24021,17.94,The Twilight Saga: Eclipse,6.0,4607
15352,18530,2.576,The Cry of the Owl,5.6,42
15358,10196,9.629,The Last Airbender,4.6,2026
15359,21042,2.978,When Father Was Away on Business,7.2,42
15365,4676,2.256,Grande école,6.4,16
15368,3037,2.379,Yella,6.1,21
15376,15102,2.111,Endgame,6.4,22
15377,24963,1.191,Dead Air,5.1,21
15381,2363,1.889,Les Cousins,6.9,25
15385,1896,2.095,Salvador (Puig Antich),6.8,32
15390,16023,5.017,South Park: Imaginationland,8.0,108
15391,25903,0.926,Marie and Bruce,4.1,7
15393,25630,2.537,Kurt Cobain: About a Son,7.3,29
15396,1789,0.918,The Gazebo,7.6,7
15400,8471,1.489,Far North,6.0,24
15406,23097,2.528,Hell and High Water,6.3,10
15408,20352,27.152,Despicable Me,7.2,9606
15413,24048,0.878,The Front Line,6.3,6
15422,16304,2.534,Creepshow 3,3.8,44
15425,26682,2.836,Roadracers,6.0,33
15427,25914,1.555,The Fastest Gun Alive,6.6,19
15428,4556,3.311,Nightwatching,7.1,24
15429,18680,2.87,Fear City,6.1,25
15433,15714,4.68,Like Minds,6.5,56
15434,22556,5.248,The Yellow Handkerchief,6.2,74
15440,26350,1.037,Perestroika,3.0,2
15455,1920,1.384,Crime of Passion,6.6,20
15462,20996,0.6,Smashing Pumpkins: If All Goes Wrong,0.0,0
15463,18968,1.708,Pearl Jam: Immagine in Cornice,7.6,7
15466,1863,3.638,Sunflower,7.9,47
15467,26652,2.114,Play Dirty,6.8,13
15471,26796,1.134,Telstar: The Joe Meek Story,5.9,14
15479,17631,2.613,Mid-August Lunch,6.9,44
15480,5899,2.202,The Northerners,7.2,22
15481,18166,1.448,3 Needles,4.8,4
15485,17914,1.083,Safe Sex,7.2,13
15489,26584,1.833,North,6.5,18
15495,21564,2.756,Human Desire,6.9,27
15497,20007,3.565,The Bugs Bunny Road Runner Movie,6.9,58
15498,25335,1.38,Hellsinki,6.3,20
15504,21900,1.511,Shifty,5.9,19
15515,24122,7.022,The Rebound,6.1,382
15517,24508,1.895,The Lineup,7.1,19
15521,5465,1.605,The Million Game,6.8,16
15524,20591,1.605,Cradle of Fear,4.1,33
15525,13221,1.835,The Kautokeino Rebellion,6.1,17
15526,18848,1.297,The Inner Life of Martin Frost,4.5,4
15540,19528,3.58,Invisible Target,6.7,32
15543,22538,11.138,Scott Pilgrim vs. the World,7.3,3647
15559,10271,2.342,The Story Of My Life,6.5,28
15560,17821,1.696,Crossworlds,5.0,26
15561,23759,8.957,Centurion,6.1,638
15562,26280,5.708,I Killed My Mother,7.7,551
15564,8900,1.769,Lion's Den,6.4,23
15565,3476,1.625,That Most Important Thing: Love,7.5,34
15566,9503,7.371,Pope Joan,6.8,177
15569,8070,1.237,The Green Room,7.0,24
15572,21001,1.4,Like It Is,5.9,13
15576,21781,4.318,Spider Forest,6.6,41
15577,19874,1.706,What Goes Up,5.2,18
15581,14138,5.124,Black Water,5.9,112
15588,1914,1.191,FC Venus,6.0,13
15592,26035,5.533,According to Greta,5.9,112
15593,25474,3.332,Accident,6.8,40
15594,16346,4.261,Center Stage : Turn It Up,6.8,85
15600,15952,4.657,Terribly Happy,6.4,36
15622,20200,3.736,Narco,6.2,67
15643,14158,5.635,Jackass 2.5,5.8,213
15654,9761,2.941,Elephants Dream,5.9,38
15658,10165,4.873,Fear and Desire,5.5,156
15667,23631,8.518,Machete,6.3,1759
15669,17966,1.3,Smart Money,7.5,9
15683,13585,1.223,Bill Bailey: Tinselworm,8.2,6
15698,22681,4.352,Homecoming,5.3,74
15706,4204,3.104,$5 a Day,5.9,34
15711,24955,1.242,The New Country,7.1,7
15718,15915,3.233,The Pornographer,5.1,19
15719,8886,2.637,Palermo Shooting,5.8,21
15732,15527,2.575,Otis,5.5,37
15736,23168,11.008,The Town,7.1,2252
15740,15834,1.215,Fear Me Not,5.2,9
15741,22476,6.107,Infestation,5.8,103
15747,18046,1.174,Blue Gold: World Water Wars,6.9,8
15754,15179,3.086,"Patrik, Age 1.5",6.9,47
15773,22734,1.45,Beneath the 12-Mile Reef,5.3,9
15779,5719,1.545,Mudhoney,7.3,11
15782,2754,1.147,Abel,6.9,15
15789,22136,2.231,Ricky,5.0,39
15796,25694,1.535,Alice in Wonderland,6.1,15
15811,706,1.143,Effi Briest,7.1,14
15815,18178,0.6,Shadows,6.5,2
15819,10378,4.588,Big Buck Bunny,6.3,79
15823,12807,0.6,Looking for Cheyenne,5.6,4
15832,9639,4.02,Grimm Love,5.3,39
15835,3592,1.506,One Million B.C.,6.1,7
15840,17031,3.795,Dragonlance: Dragons Of Autumn Twilight,5.6,16
15842,15375,1.127,"Murder, Inc.",6.4,7
15851,11567,1.178,The Wedding Party,5.8,6
15855,4706,1.994,The Lady Vanishes,6.4,16
15856,9577,1.2,To the Limit,6.8,3
15857,20034,4.743,Hush,5.6,69
15859,19597,5.406,The Hedgehog,7.0,143
15862,16015,1.461,Worlds Apart,5.9,15
15863,20263,1.422,An American Affair,6.7,13
15864,10311,2.363,Martha,6.9,12
15866,16271,1.138,Massacre at Central High,5.7,14
15867,12482,1.113,Love Is Colder Than Death,6.6,15
15869,25633,2.381,Party Girl,6.6,17
15878,16344,1.16,Luck by Chance,6.9,23
15896,8749,1.662,Hamlet Goes Business,6.4,11
15897,14088,0.948,Barefoot Gen 2,5.9,16
15900,16290,10.14,Jackass 3D,6.4,629
15926,18590,1.059,The Architect,5.8,17
15928,13548,6.44,Borderland,5.2,85
15929,21431,1.031,Big Game,3.5,2
15930,25073,2.812,Deadline,5.1,39
15932,20700,0.995,A Day In The Life,5.7,3
15936,4921,0.6,Vivere,5.0,1
15938,11389,2.23,The Olsen Gang,7.1,17
15942,14397,6.454,Whisper,6.3,100
15955,4729,6.2,The Gendarme Gets Married,6.5,203
15965,6793,1.4,The Haunted Castle,6.1,8
15973,8316,3.479,The Countess,5.7,60
15975,22398,4.313,Tenderness,5.5,49
15976,16029,2.744,Tree of Knowledge,7.2,10
15979,1782,5.139,Afterwards,5.5,63
15981,11391,2.148,The Olsen Gang on the Track,7.1,18
16009,3007,1.521,Woman in the Moon,7.4,23
16014,26891,2.106,The Castle,5.9,24
16017,13630,0.733,United,5.4,4
16020,1673,2.942,Comanche Station,6.4,32
16022,14234,1.205,Ploy,6.2,15
16055,15036,2.058,Eden Is West,6.2,27
16057,12444,24.894,Harry Potter and the Deathly Hallows: Part 1,7.7,10093
16064,24574,1.068,Steel Toes,5.0,5
16070,13834,2.243,Missing in America,6.0,11
16071,15012,2.043,Linewatch,5.2,21
16101,26769,1.275,Cocaine Cowboys II: Hustlin' with the Godmother,6.8,24
16112,15702,2.377,To Paint or Make Love,6.8,12
16113,15436,2.698,Let It Rain,5.5,26
16115,6320,2.879,Police,6.0,34
16131,22135,3.208,Not Forgotten,5.2,34
16133,14463,2.261,Alone in the Wilderness,8.0,36
16137,24837,2.096,August Underground's Mordum,3.9,36
16139,10140,15.212,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,2996
16146,26663,0.742,The Man I Love,6.2,5
16161,12823,1.583,Days and Clouds,7.0,26
16172,5562,1.759,Le Beau Serge,7.1,20
16182,1906,0.6,Solo Sunny,7.7,3
16208,20526,11.78,TRON: Legacy,6.4,4193
16222,23108,2.288,The Last of the Mohicans,6.3,12
16224,18029,3.429,Dying Breed,5.2,44
16234,26138,2.6,Duelist,6.2,25
16236,10817,1.272,Glue,6.0,13
16239,8464,0.6,Top of the Food Chain,5.8,5
16242,481,1.897,7 Virgins,6.0,22
16245,4266,1.706,The Breach,6.2,12
16250,10018,1.691,Life Is All You Get,7.3,12
16253,25908,2.135,The Valley of the Bees,7.2,16
16256,15740,1.058,"Sarah, Plain and Tall",7.4,11
16259,13246,1.676,A Garfield Christmas Special,7.2,26
16271,25434,1.024,The Home Song Stories,7.5,3
16273,23282,4.601,One Week,7.9,83
16280,1361,3.884,The Return of the King,5.3,13
16284,10097,1.807,The Tiger's Tail,5.7,9
16293,20495,2.9,Mujhse Shaadi Karogi,6.4,42
16300,19887,0.98,Disco Dancer,5.7,9
16319,21136,3.043,Funky Forest: The First Contact,6.4,21
16323,20531,1.284,Early Spring,8.0,11
16324,15302,5.568,The Pixar Story,7.7,93
16329,23508,0.991,Embodiment of Evil,5.0,11
16330,18381,1.641,"It's Not Me, I Swear!",7.2,20
16331,6474,5.051,Navajo Joe,5.9,33
16335,8995,0.954,C(r)ook,6.7,10
16336,7210,0.617,Hardcover,6.0,3
16338,16987,2.837,Kaho Naa... Pyaar Hai,6.7,46
16345,14639,0.6,The Order of Myths,6.3,3
16349,23830,6.854,Last Night,6.1,417
16356,15548,0.6,Cirque du Soleil: Dralion,6.1,4
16357,15552,1.125,Cirque du Soleil: Varekai,8.1,8
16360,22007,4.558,Train,4.5,57
16361,26277,2.172,Mujhse Dosti Karoge!,5.9,30
16369,25770,2.259,The Paleface,6.1,33
16378,25482,1.866,Lolita's Club,3.9,4
16379,14070,5.47,Ghajini,7.0,135
16384,2325,2.456,Leningrad,5.6,34
16388,23019,1.498,Chinaman,5.8,12
16390,23047,9.361,Season of the Witch,5.3,1256
16400,17605,1.093,Stella,6.0,21
16409,25051,1.716,Distance,7.6,13
16410,23174,3.902,It's Alive,3.8,24
16411,4798,1.9,"Je T'Aime, Je T'Aime",6.5,24
16416,21198,2.535,House of Voices,5.6,59
16422,1543,3.293,Emma's Bliss,6.9,17
16423,8951,1.785,Don't Think About It,6.7,17
16430,15993,1.185,Gen 13,5.7,8
16438,25259,0.6,Seven Minutes,4.3,2
16439,18562,0.766,Gung Ho!,5.3,5
16440,14556,4.604,Anything for Her,6.9,112
16444,20332,2.124,"Russell Peters: Red, White and Brown",7.4,20
16445,23077,1.907,Russell Peters: Outsourced,7.2,18
16460,25862,1.052,Blues in the Night,6.9,8
16463,10854,5.768,Wicked Little Things,4.9,92
16469,18703,0.777,My Dear Secretary,6.0,5
16472,15316,1.621,Good Time Max,5.8,20
16476,1244,3.058,Eight Miles High,6.6,17
16477,25695,2.744,Treeless Mountain,6.7,14
16482,25664,1.982,Throw Down,6.6,19
16487,12811,1.035,Birdwatchers,6.5,11
16496,22985,1.857,The Prowler,6.9,19
16503,471,2.053,Bandyta,6.7,6
16504,13652,5.151,Ca$h,5.8,117
16506,8417,1.357,Jud Süß,3.8,14
16509,22843,5.652,Evangelion: 2.0 You Can (Not) Advance,7.8,205
16519,21982,1.88,Aankhen,6.8,27
16524,26530,2.528,Christmas Holiday,6.0,15
16541,12536,6.56,Home Alone 4,4.2,482
16563,16031,1.06,Little Soldier,6.2,5
16581,13746,1.999,Thirty-Five Something,5.1,20
16583,8418,0.993,Kolberg,7.6,4
16591,24868,1.986,Offspring,5.2,30
16597,22484,0.733,Tongan Ninja,4.9,4
16616,18438,7.385,Castaway on the Moon,8.0,244
16621,17240,1.491,Slaughter,4.4,25
16630,15576,1.171,Bellamy,6.0,22
16636,12471,1.198,Milk,6.5,17
16641,14538,4.056,Three Kingdoms: Resurrection of the Dragon,6.3,54
16644,20993,4.555,Brother 2,7.3,78
16647,14525,1.213,Adrift in Tokyo,7.1,27
16652,4704,1.536,At Long Last Love,5.9,9
16655,878,4.126,The Punch Bowl,6.8,59
16696,14903,6.054,Pooh's Grand Adventure: The Search for Christopher Robin,6.8,120
16702,9706,2.314,Rasen,5.2,33
16705,19829,3.118,Ninja Cheerleaders,3.8,19
16706,25186,1.616,Janky Promoters,6.9,11
16710,22620,7.851,Scooby-Doo! The Mystery Begins,5.7,212
16713,8770,0.6,Uncounted,9.0,1
16721,24885,0.622,Medicine for Melancholy,6.6,9
16723,20722,4.999,La Maison en Petits Cubes,7.9,224
16727,16439,0.708,The Country Teacher,6.8,8
16729,18143,3.319,She and Her Cat,6.7,59
16730,13957,2.732,Closing the Ring,6.6,37
16731,26011,1.758,Hard Ticket to Hawaii,4.4,34
16733,13461,7.74,Melissa P.,4.0,225
16734,15362,6.999,Mesrine: Public Enemy #1,7.4,365
16736,19205,1.633,Cthulhu,4.8,14
16746,15182,4.166,Just Buried,6.0,31
16763,23629,10.048,Sucker Punch,6.0,2593
16764,14147,3.279,DeVour,4.9,39
16771,2010,0.824,The Mourning Forest,7.0,19
16779,13847,1.117,Alibi,6.4,5
16780,24926,1.563,Winnie the Pooh and a Day for Eeyore,6.1,18
16781,10356,1.232,The Good Shepherd,5.0,9
16786,11406,0.802,Goldene Zeiten,5.2,7
16787,16179,3.085,Breathing Room,4.4,38
16793,13413,7.353,BURN·E,7.7,348
16800,15837,1.387,What No One Knows,5.4,12
16802,16140,6.488,Death Note: The Last Name,6.9,170
16812,20329,5.585,L: Change the World,6.0,102
16821,20995,1.099,The Swimsuit Issue,5.3,14
16827,13190,6.264,Dead Space: Downfall,5.9,130
16835,10408,3.518,Flodder Does Manhattan!,5.7,32
16840,8896,1.745,Delta,5.8,9
16843,3397,0.961,And Along Come Tourists,6.8,12
16858,21372,2.436,Life Is Hot in Cracktown,7.3,4
16880,23521,1.408,Daffy Duck's Quackbusters,6.4,28
16891,3081,1.234,The Goddess,6.5,2
16894,10195,29.344,Thor,6.7,11671
16903,24447,2.787,Louis C.K.: Shameless,7.8,66
16907,26880,1.4,Children of Nature,6.5,4
16908,18826,2.478,Spring Breakdown,5.0,31
16914,12221,2.936,Two Drifters,6.4,11
16919,25638,1.323,Laaga Chunari Mein Daag - Journey of A Woman,4.5,15
16922,10011,2.865,Abominable,4.8,33
16929,12078,1.205,Larks on a String,7.2,13
16930,9511,5.931,Rabbit Without Ears 2,5.9,139
16932,21508,0.6,Stranded: I've Come from a Plane That Crashed on the Mountains,7.9,7
16936,8904,1.666,Service,6.2,7
16937,18187,0.699,Flow: For Love of Water,6.5,7
16942,4880,1.31,Nichts als Gespenster,6.5,4
16948,12588,0.6,My Friend from Faro,6.9,5
16953,3581,2.491,Death Line,5.9,31
16968,14252,2.121,Vice,4.3,10
16981,19237,3.619,Kill Theory,5.3,58
16993,1115,1.44,Ghosts,7.1,13
16995,22449,0.943,I Just Didn't Do It,7.0,14
16997,8931,1.201,The Bastards,6.5,10
17001,19482,2.166,My Dear Enemy,5.5,11
17006,11376,2.557,Swimming Pool,4.9,34
17009,18033,1.931,Nora Roberts’ Montana Sky,5.9,23
17016,24810,1.556,Nora Roberts' Carolina Moon,5.5,16
17022,21841,1.137,June 9,5.2,5
17031,13507,2.189,Intimate Enemies,7.1,27
17039,1679,3.009,Godzilla Raids Again,5.5,51
17041,1865,22.928,Pirates of the Caribbean: On Stranger Tides,6.4,8119
17047,8967,8.49,The Tree of Life,6.6,1636
17051,15911,0.633,The Village Barbershop,7.5,6
17060,22882,1.289,Van Diemen's Land,5.1,17
17063,23116,2.132,Loose Change 9/11: An American Coup,6.6,40
17065,21469,3.167,Across the Hall,6.0,41
17067,5937,2.479,John Rabe,7.1,41
17069,3107,3.238,Destroy All Monsters,6.0,50
17080,17367,1.255,Belle Toujours,6.2,5
17082,11226,2.665,Strip Nude for Your Killer,5.9,26
17085,25672,1.305,Hollow Triumph,6.8,18
17089,23516,0.6,Frownland,3.5,2
17096,3962,1.014,Bis zum Ellenbogen,7.2,5
17101,10420,1.332,The Mistress,7.0,4
17103,15543,3.14,Penny Dreadful,5.1,48
17129,25738,1.699,He Ran All the Way,6.8,16
17151,21616,1.4,Captive,7.5,10
17178,13137,0.805,A Very British Gangster,6.1,14
17184,19963,5.57,Bernie,7.3,92
17190,15766,3.687,"Ghidorah, the Three-Headed Monster",6.0,52
17194,13378,7.733,Mickey's Twice Upon a Christmas,7.0,157
17222,14552,1.442,"Have Dreams, Will Travel",7.8,21
17230,18928,1.519,"Run, Man, Run",6.3,17
17234,23190,2.462,Life After People,7.0,34
17243,1736,1.56,Shoppen,6.1,17
17247,18888,1.557,Meat Love,7.5,22
17250,18125,1.212,"Rita, Sue and Bob Too",6.1,23
17257,22907,8.659,Takers,6.2,566
17261,12840,2.009,The Man of My Life,6.6,17
17267,12513,1.429,Marie-Jo and Her 2 Lovers,6.6,8
17279,25867,1.231,De Dana Dan,5.2,31
17295,24792,0.726,Between the Folds,7.9,11
17297,26699,0.706,The Doorway to Hell,5.8,7
17299,20055,1.546,The Betrayed,5.5,22
17301,19434,0.6,Murder in Coweta County,6.8,2
17311,12432,3.383,A Perfect Day,6.7,40
17312,1482,1.302,Laws of Gravity,7.2,6
17328,24189,0.988,The Missing Star,6.7,11
17331,21959,1.015,Mushi-Shi: The Movie,6.6,16
17346,4641,7.136,Read It and Weep,5.2,99
17347,16900,0.971,Truth In 24,6.6,8
17349,12445,33.124,Harry Potter and the Deathly Hallows: Part 2,8.1,10826
17356,1771,20.201,Captain America: The First Avenger,6.8,11650
17387,8897,0.826,Frontier of the Dawn,6.0,11
17394,8888,0.6,A Year Ago in Winter,6.5,11
17404,26242,1.628,Park Row,6.8,13
17406,13931,6.073,Mike's New Car,6.9,254
17415,12446,2.001,Angel of Mine,6.7,9
17417,17086,1.996,Chromophobia,5.8,20
17428,20268,3.557,Last Stop 174,7.4,73
17431,22093,1.641,Broken Sky,5.4,13
17432,12819,6.654,Alpha and Omega,5.4,207
17446,13254,1.854,The Living and the Dead,7.0,23
17455,19178,5.21,Four Bags Full,7.1,84
17459,24923,1.538,Messiah of Evil,6.6,38
17470,8462,1.665,The Joyless Street,6.8,15
17477,14688,5.363,Change of Plans,5.2,80
17482,11110,2.114,Sweet Mud,8.3,3
17491,13070,0.6,Air Guitar Nation,6.1,12
17496,25894,2.662,Above Suspicion,6.0,11
17506,26479,1.176,Strapped,5.5,4
17522,11604,5.202,Anthony Zimmer,6.2,96
17532,9295,2.491,Soloalbum,5.5,24
17563,22857,0.6,The Classic,6.3,3
17569,21786,5.61,Cold Prey,6.3,151
17580,18634,0.6,Puzzlehead,5.5,10
17583,4938,1.372,The Last Frontier,5.9,11
17586,20441,4.033,The Messengers 2: The Scarecrow,5.1,71
17588,17974,1.407,"The Birds, the Bees and the Italians",7.3,16
17590,15052,5.247,The Lodger,5.4,65
17600,11388,2.522,Stay Cool,4.8,26
17601,16335,5.688,Walled In,4.7,84
17608,15425,2.375,Tooth and Nail,4.3,25
17614,11248,2.936,Fatherland,6.5,46
17615,21141,3.822,Simon Says,5.3,42
17619,17236,3.004,Whirlygirl,5.1,13
17638,407,0.911,Short Sharp Shock,6.2,16
17640,18375,1.333,A Stranger's Heart,3.3,4
